sample_id,record_id,dataset,site,split,video_key,representative_stratum,challenge_additional_stratum,q4_bleeding,q4_bleeding_resolution,q4_smoke,q4_smoke_resolution,q4_occlusion,q4_occlusion_resolution,q5_value,q5_value_resolution,q6_glare,q6_glare_resolution,q7_contrast_normal,q7_contrast_normal_resolution,q9_smoke_region,q9_smoke_region_resolution,global_unusable_frame_yes_no,global_unusable_frame_yes_no_resolution
HR0110,site2/test/video2frame166,EndoVis 2018,site2,test,site2/video2,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0111,site2/test/video2frame239,EndoVis 2018,site2,test,site2/video2,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0112,site2/test/video3frame004,EndoVis 2018,site2,test,site2/video3,1,0,no,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0113,site2/test/video3frame041,EndoVis 2018,site2,test,site2/video3,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0114,site2/test/video3frame063,EndoVis 2018,site2,test,site2/video3,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0115,site2/test/video3frame091,EndoVis 2018,site2,test,site2/video3,1,0,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0116,site2/test/video3frame111,EndoVis 2018,site2,test,site2/video3,1,0,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0117,site2/test/video3frame176,EndoVis 2018,site2,test,site2/video3,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0118,site2/test/video3frame227,EndoVis 2018,site2,test,site2/video3,1,0,yes,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0119,site2/test/video4frame036,EndoVis 2018,site2,test,site2/video4,1,0,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0120,site2/test/video4frame073,EndoVis 2018,site2,test,site2/video4,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0121,site2/test/video4frame112,EndoVis 2018,site2,test,site2/video4,1,0,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0122,site2/test/video4frame160,EndoVis 2018,site2,test,site2/video4,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,third_reviewer_adjudication,yes,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0123,site2/test/video4frame248,EndoVis 2018,site2,test,site2/video4,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0124,site2/train/video10frame013,EndoVis 2018,site2,train,site2/video10,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0125,site2/train/video10frame034,EndoVis 2018,site2,train,site2/video10,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0126,site2/train/video10frame053,EndoVis 2018,site2,train,site2/video10,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0127,site2/train/video10frame057,EndoVis 2018,site2,train,site2/video10,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0128,site2/train/video10frame084,EndoVis 2018,site2,train,site2/video10,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0129,site2/train/video10frame112,EndoVis 2018,site2,train,site2/video10,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0130,site2/train/video10frame128,EndoVis 2018,site2,train,site2/video10,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,reflective,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0131,site2/train/video10frame143,EndoVis 2018,site2,train,site2/video10,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0132,site2/train/video11frame004,EndoVis 2018,site2,train,site2/video11,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0133,site2/train/video11frame025,EndoVis 2018,site2,train,site2/video11,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0134,site2/train/video11frame043,EndoVis 2018,site2,train,site2/video11,0,1,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0135,site2/train/video11frame045,EndoVis 2018,site2,train,site2/video11,0,1,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0136,site2/train/video11frame055,EndoVis 2018,site2,train,site2/video11,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,reflective,third_reviewer_adjudication,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0137,site2/train/video11frame062,EndoVis 2018,site2,train,site2/video11,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,reflective,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0138,site2/train/video11frame084,EndoVis 2018,site2,train,site2/video11,1,0,no,annotator_agreement,yes,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,multiple,annotator_agreement,no,annotator_agreement
HR0139,site2/train/video11frame086,EndoVis 2018,site2,train,site2/video11,0,1,no,annotator_agreement,yes,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,multiple,annotator_agreement,no,annotator_agreement
HR0140,site2/train/video11frame087,EndoVis 2018,site2,train,site2/video11,0,1,no,annotator_agreement,yes,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,multiple,annotator_agreement,no,annotator_agreement
HR0141,site2/train/video11frame088,EndoVis 2018,site2,train,site2/video11,0,1,no,annotator_agreement,yes,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,multiple,annotator_agreement,no,annotator_agreement
HR0142,site2/train/video11frame106,EndoVis 2018,site2,train,site2/video11,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0143,site2/train/video11frame124,EndoVis 2018,site2,train,site2/video11,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0144,site2/train/video11frame137,EndoVis 2018,site2,train,site2/video11,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0145,site2/train/video12frame006,EndoVis 2018,site2,train,site2/video12,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0146,site2/train/video12frame011,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,yes,third_reviewer_adjudication,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,multiple,third_reviewer_adjudication,no,annotator_agreement
HR0147,site2/train/video12frame013,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,yes,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,multiple,annotator_agreement,no,annotator_agreement
HR0148,site2/train/video12frame014,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,yes,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,annotator_agreement,yes,annotator_agreement,multiple,annotator_agreement,no,annotator_agreement
HR0149,site2/train/video12frame023,EndoVis 2018,site2,train,site2/video12,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0150,site2/train/video12frame030,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,yes,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,center,annotator_agreement,no,annotator_agreement
HR0151,site2/train/video12frame034,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0152,site2/train/video12frame035,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,yes,third_reviewer_adjudication,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,multiple,annotator_agreement,no,annotator_agreement
HR0153,site2/train/video12frame036,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,yes,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,annotator_agreement,yes,annotator_agreement,multiple,annotator_agreement,no,annotator_agreement
HR0154,site2/train/video12frame038,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0155,site2/train/video12frame044,EndoVis 2018,site2,train,site2/video12,1,0,no,annotator_agreement,yes,third_reviewer_adjudication,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,multiple,third_reviewer_adjudication,no,annotator_agreement
HR0156,site2/train/video12frame052,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,yes,annotator_agreement,yes,third_reviewer_adjudication,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,center,annotator_agreement,no,annotator_agreement
HR0157,site2/train/video12frame053,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0158,site2/train/video12frame067,EndoVis 2018,site2,train,site2/video12,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0159,site2/train/video12frame069,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,yes,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,multiple,annotator_agreement,no,annotator_agreement
HR0160,site2/train/video12frame072,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0161,site2/train/video12frame091,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,yes,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,multiple,third_reviewer_adjudication,no,annotator_agreement
HR0162,site2/train/video12frame092,EndoVis 2018,site2,train,site2/video12,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0163,site2/train/video12frame095,EndoVis 2018,site2,train,site2/video12,0,1,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0164,site2/train/video12frame111,EndoVis 2018,site2,train,site2/video12,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,reflective,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0165,site2/train/video12frame130,EndoVis 2018,site2,train,site2/video12,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,blurry,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0166,site2/train/video12frame141,EndoVis 2018,site2,train,site2/video12,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0167,site2/train/video13frame006,EndoVis 2018,site2,train,site2/video13,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0168,site2/train/video13frame034,EndoVis 2018,site2,train,site2/video13,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0169,site2/train/video13frame044,EndoVis 2018,site2,train,site2/video13,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0170,site2/train/video13frame069,EndoVis 2018,site2,train,site2/video13,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0171,site2/train/video13frame077,EndoVis 2018,site2,train,site2/video13,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0172,site2/train/video13frame089,EndoVis 2018,site2,train,site2/video13,0,1,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0173,site2/train/video13frame108,EndoVis 2018,site2,train,site2/video13,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0174,site2/train/video13frame122,EndoVis 2018,site2,train,site2/video13,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0175,site2/train/video13frame142,EndoVis 2018,site2,train,site2/video13,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0176,site2/train/video14frame015,EndoVis 2018,site2,train,site2/video14,1,0,no,annotator_agreement,no,annotator_agreement,yes,third_reviewer_adjudication,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0177,site2/train/video14frame028,EndoVis 2018,site2,train,site2/video14,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0178,site2/train/video14frame045,EndoVis 2018,site2,train,site2/video14,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0179,site2/train/video14frame061,EndoVis 2018,site2,train,site2/video14,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0180,site2/train/video14frame090,EndoVis 2018,site2,train,site2/video14,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0181,site2/train/video14frame105,EndoVis 2018,site2,train,site2/video14,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,yes,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0182,site2/train/video14frame118,EndoVis 2018,site2,train,site2/video14,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0183,site2/train/video14frame124,EndoVis 2018,site2,train,site2/video14,0,1,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0184,site2/train/video14frame141,EndoVis 2018,site2,train,site2/video14,1,0,no,annotator_agreement,no,annotator_agreement,no,third_reviewer_adjudication,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0185,site2/train/video15frame018,EndoVis 2018,site2,train,site2/video15,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0186,site2/train/video15frame030,EndoVis 2018,site2,train,site2/video15,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0187,site2/train/video15frame053,EndoVis 2018,site2,train,site2/video15,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0188,site2/train/video15frame073,EndoVis 2018,site2,train,site2/video15,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0189,site2/train/video15frame079,EndoVis 2018,site2,train,site2/video15,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0190,site2/train/video15frame101,EndoVis 2018,site2,train,site2/video15,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0191,site2/train/video15frame119,EndoVis 2018,site2,train,site2/video15,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,third_reviewer_adjudication,yes,third_reviewer_adjudication,none,annotator_agreement,no,annotator_agreement
HR0192,site2/train/video15frame135,EndoVis 2018,site2,train,site2/video15,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0193,site2/train/video16frame003,EndoVis 2018,site2,train,site2/video16,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0194,site2/train/video16frame035,EndoVis 2018,site2,train,site2/video16,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0195,site2/train/video16frame056,EndoVis 2018,site2,train,site2/video16,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0196,site2/train/video16frame068,EndoVis 2018,site2,train,site2/video16,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0197,site2/train/video16frame092,EndoVis 2018,site2,train,site2/video16,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0198,site2/train/video16frame099,EndoVis 2018,site2,train,site2/video16,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0199,site2/train/video16frame126,EndoVis 2018,site2,train,site2/video16,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0200,site2/train/video16frame147,EndoVis 2018,site2,train,site2/video16,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0201,site2/train/video1frame019,EndoVis 2018,site2,train,site2/video1,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0202,site2/train/video1frame043,EndoVis 2018,site2,train,site2/video1,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0203,site2/train/video1frame124,EndoVis 2018,site2,train,site2/video1,0,1,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,blurry,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0204,site2/train/video2frame047,EndoVis 2018,site2,train,site2/video2,1,0,no,annotator_agreement,no,annotator_agreement,no,third_reviewer_adjudication,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0205,site2/train/video2frame070,EndoVis 2018,site2,train,site2/video2,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0206,site2/train/video3frame131,EndoVis 2018,site2,train,site2/video3,1,0,no,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0207,site2/train/video4frame017,EndoVis 2018,site2,train,site2/video4,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0208,site2/train/video4frame028,EndoVis 2018,site2,train,site2/video4,0,1,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,blurry,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0209,site2/train/video4frame098,EndoVis 2018,site2,train,site2/video4,1,0,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,blurry,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0210,site2/train/video4frame141,EndoVis 2018,site2,train,site2/video4,1,0,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,blurry,annotator_agreement,yes,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0211,site2/train/video5frame017,EndoVis 2018,site2,train,site2/video5,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0212,site2/train/video5frame034,EndoVis 2018,site2,train,site2/video5,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0213,site2/train/video5frame042,EndoVis 2018,site2,train,site2/video5,1,0,no,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0214,site2/train/video5frame068,EndoVis 2018,site2,train,site2/video5,1,0,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,third_reviewer_adjudication,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0215,site2/train/video5frame084,EndoVis 2018,site2,train,site2/video5,1,0,yes,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0216,site2/train/video5frame112,EndoVis 2018,site2,train,site2/video5,1,0,yes,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0217,site2/train/video5frame121,EndoVis 2018,site2,train,site2/video5,1,0,yes,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0218,site2/train/video5frame133,EndoVis 2018,site2,train,site2/video5,1,0,yes,annotator_agreement,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
HR0219,site2/train/video6frame000,EndoVis 2018,site2,train,site2/video6,1,0,no,third_reviewer_adjudication,no,annotator_agreement,no,annotator_agreement,clear,annotator_agreement,no,annotator_agreement,yes,annotator_agreement,none,annotator_agreement,no,annotator_agreement
