sample_id,record_id,dataset,split,sequence_key,subset,task,human_original,machine_original,human_comparison,machine_comparison
HR0062,site1/train/video5frame075,EndoVis 2017,train,site1/train/video5,representative,q4.occlusion,no,no,no,no
HR0062,site1/train/video5frame075,EndoVis 2017,train,site1/train/video5,representative,q5,clear,clear,clear,clear
HR0062,site1/train/video5frame075,EndoVis 2017,train,site1/train/video5,representative,q6,no,no,no,no
HR0062,site1/train/video5frame075,EndoVis 2017,train,site1/train/video5,representative,q7,yes,yes,yes,yes
HR0062,site1/train/video5frame075,EndoVis 2017,train,site1/train/video5,representative,q9,none,none,none,none
HR0063,site1/train/video5frame100,EndoVis 2017,train,site1/train/video5,representative,q4.bleeding,yes,no,yes,no
HR0063,site1/train/video5frame100,EndoVis 2017,train,site1/train/video5,representative,q4.smoke,no,no,no,no
HR0063,site1/train/video5frame100,EndoVis 2017,train,site1/train/video5,representative,q4.occlusion,no,no,no,no
HR0063,site1/train/video5frame100,EndoVis 2017,train,site1/train/video5,representative,q5,clear,clear,clear,clear
HR0063,site1/train/video5frame100,EndoVis 2017,train,site1/train/video5,representative,q6,no,no,no,no
HR0063,site1/train/video5frame100,EndoVis 2017,train,site1/train/video5,representative,q7,yes,yes,yes,yes
HR0063,site1/train/video5frame100,EndoVis 2017,train,site1/train/video5,representative,q9,none,none,none,none
HR0064,site1/train/video5frame122,EndoVis 2017,train,site1/train/video5,representative,q4.bleeding,no,no,no,no
HR0064,site1/train/video5frame122,EndoVis 2017,train,site1/train/video5,representative,q4.smoke,no,no,no,no
HR0064,site1/train/video5frame122,EndoVis 2017,train,site1/train/video5,representative,q4.occlusion,no,no,no,no
HR0064,site1/train/video5frame122,EndoVis 2017,train,site1/train/video5,representative,q5,clear,clear,clear,clear
HR0064,site1/train/video5frame122,EndoVis 2017,train,site1/train/video5,representative,q6,no,no,no,no
HR0064,site1/train/video5frame122,EndoVis 2017,train,site1/train/video5,representative,q7,yes,yes,yes,yes
HR0064,site1/train/video5frame122,EndoVis 2017,train,site1/train/video5,representative,q9,none,none,none,none
HR0065,site1/train/video5frame149,EndoVis 2017,train,site1/train/video5,challenge,q4.bleeding,no,yes,no,yes
HR0065,site1/train/video5frame149,EndoVis 2017,train,site1/train/video5,challenge,q4.smoke,no,no,no,no
HR0065,site1/train/video5frame149,EndoVis 2017,train,site1/train/video5,challenge,q4.occlusion,no,yes,no,yes
HR0065,site1/train/video5frame149,EndoVis 2017,train,site1/train/video5,challenge,q5,blurry,blurry,degraded,degraded
HR0065,site1/train/video5frame149,EndoVis 2017,train,site1/train/video5,challenge,q6,yes,yes,yes,yes
HR0065,site1/train/video5frame149,EndoVis 2017,train,site1/train/video5,challenge,q7,yes,no,yes,no
HR0065,site1/train/video5frame149,EndoVis 2017,train,site1/train/video5,challenge,q9,none,none,none,none
HR0066,site1/train/video5frame159,EndoVis 2017,train,site1/train/video5,representative,q4.bleeding,no,no,no,no
HR0066,site1/train/video5frame159,EndoVis 2017,train,site1/train/video5,representative,q4.smoke,no,no,no,no
HR0066,site1/train/video5frame159,EndoVis 2017,train,site1/train/video5,representative,q4.occlusion,no,no,no,no
HR0066,site1/train/video5frame159,EndoVis 2017,train,site1/train/video5,representative,q5,clear,clear,clear,clear
HR0066,site1/train/video5frame159,EndoVis 2017,train,site1/train/video5,representative,q6,no,no,no,no
HR0066,site1/train/video5frame159,EndoVis 2017,train,site1/train/video5,representative,q7,yes,yes,yes,yes
HR0066,site1/train/video5frame159,EndoVis 2017,train,site1/train/video5,representative,q9,none,none,none,none
HR0067,site1/train/video5frame169,EndoVis 2017,train,site1/train/video5,representative,q4.bleeding,no,no,no,no
HR0067,site1/train/video5frame169,EndoVis 2017,train,site1/train/video5,representative,q4.smoke,no,no,no,no
HR0067,site1/train/video5frame169,EndoVis 2017,train,site1/train/video5,representative,q4.occlusion,no,no,no,no
HR0067,site1/train/video5frame169,EndoVis 2017,train,site1/train/video5,representative,q5,clear,clear,clear,clear
HR0067,site1/train/video5frame169,EndoVis 2017,train,site1/train/video5,representative,q6,no,no,no,no
HR0067,site1/train/video5frame169,EndoVis 2017,train,site1/train/video5,representative,q7,yes,yes,yes,yes
HR0067,site1/train/video5frame169,EndoVis 2017,train,site1/train/video5,representative,q9,none,none,none,none
HR0068,site1/train/video5frame224,EndoVis 2017,train,site1/train/video5,representative,q4.bleeding,no,yes,no,yes
HR0068,site1/train/video5frame224,EndoVis 2017,train,site1/train/video5,representative,q4.smoke,no,no,no,no
HR0068,site1/train/video5frame224,EndoVis 2017,train,site1/train/video5,representative,q4.occlusion,no,no,no,no
HR0068,site1/train/video5frame224,EndoVis 2017,train,site1/train/video5,representative,q5,clear,clear,clear,clear
HR0068,site1/train/video5frame224,EndoVis 2017,train,site1/train/video5,representative,q6,no,no,no,no
HR0068,site1/train/video5frame224,EndoVis 2017,train,site1/train/video5,representative,q7,yes,yes,yes,yes
HR0068,site1/train/video5frame224,EndoVis 2017,train,site1/train/video5,representative,q9,none,none,none,none
HR0069,site1/train/video6frame003,EndoVis 2017,train,site1/train/video6,challenge,q4.bleeding,yes,yes,yes,yes
HR0069,site1/train/video6frame003,EndoVis 2017,train,site1/train/video6,challenge,q4.smoke,no,no,no,no
HR0069,site1/train/video6frame003,EndoVis 2017,train,site1/train/video6,challenge,q4.occlusion,no,yes,no,yes
HR0069,site1/train/video6frame003,EndoVis 2017,train,site1/train/video6,challenge,q5,clear,blurry,clear,degraded
HR0069,site1/train/video6frame003,EndoVis 2017,train,site1/train/video6,challenge,q6,no,yes,no,yes
HR0069,site1/train/video6frame003,EndoVis 2017,train,site1/train/video6,challenge,q7,yes,no,yes,no
HR0069,site1/train/video6frame003,EndoVis 2017,train,site1/train/video6,challenge,q9,none,none,none,none
HR0070,site1/train/video6frame017,EndoVis 2017,train,site1/train/video6,representative,q4.bleeding,no,no,no,no
HR0070,site1/train/video6frame017,EndoVis 2017,train,site1/train/video6,representative,q4.smoke,no,no,no,no
HR0070,site1/train/video6frame017,EndoVis 2017,train,site1/train/video6,representative,q4.occlusion,no,no,no,no
HR0070,site1/train/video6frame017,EndoVis 2017,train,site1/train/video6,representative,q5,blurry,clear,degraded,clear
HR0070,site1/train/video6frame017,EndoVis 2017,train,site1/train/video6,representative,q6,no,no,no,no
HR0070,site1/train/video6frame017,EndoVis 2017,train,site1/train/video6,representative,q7,yes,yes,yes,yes
HR0070,site1/train/video6frame017,EndoVis 2017,train,site1/train/video6,representative,q9,none,none,none,none
HR0071,site1/train/video6frame056,EndoVis 2017,train,site1/train/video6,representative,q4.bleeding,yes,yes,yes,yes
HR0071,site1/train/video6frame056,EndoVis 2017,train,site1/train/video6,representative,q4.smoke,no,no,no,no
HR0071,site1/train/video6frame056,EndoVis 2017,train,site1/train/video6,representative,q4.occlusion,no,no,no,no
HR0071,site1/train/video6frame056,EndoVis 2017,train,site1/train/video6,representative,q5,clear,clear,clear,clear
HR0071,site1/train/video6frame056,EndoVis 2017,train,site1/train/video6,representative,q6,no,no,no,no
HR0071,site1/train/video6frame056,EndoVis 2017,train,site1/train/video6,representative,q7,yes,yes,yes,yes
HR0071,site1/train/video6frame056,EndoVis 2017,train,site1/train/video6,representative,q9,none,none,none,none
HR0072,site1/train/video6frame082,EndoVis 2017,train,site1/train/video6,representative,q4.bleeding,no,yes,no,yes
HR0072,site1/train/video6frame082,EndoVis 2017,train,site1/train/video6,representative,q4.smoke,no,no,no,no
HR0072,site1/train/video6frame082,EndoVis 2017,train,site1/train/video6,representative,q4.occlusion,no,no,no,no
HR0072,site1/train/video6frame082,EndoVis 2017,train,site1/train/video6,representative,q5,clear,clear,clear,clear
HR0072,site1/train/video6frame082,EndoVis 2017,train,site1/train/video6,representative,q6,no,no,no,no
HR0072,site1/train/video6frame082,EndoVis 2017,train,site1/train/video6,representative,q7,yes,yes,yes,yes
HR0072,site1/train/video6frame082,EndoVis 2017,train,site1/train/video6,representative,q9,none,none,none,none
HR0073,site1/train/video6frame098,EndoVis 2017,train,site1/train/video6,representative,q4.bleeding,no,yes,no,yes
HR0073,site1/train/video6frame098,EndoVis 2017,train,site1/train/video6,representative,q4.smoke,no,no,no,no
HR0073,site1/train/video6frame098,EndoVis 2017,train,site1/train/video6,representative,q4.occlusion,no,no,no,no
HR0073,site1/train/video6frame098,EndoVis 2017,train,site1/train/video6,representative,q5,clear,clear,clear,clear
HR0073,site1/train/video6frame098,EndoVis 2017,train,site1/train/video6,representative,q6,no,no,no,no
HR0073,site1/train/video6frame098,EndoVis 2017,train,site1/train/video6,representative,q7,yes,yes,yes,yes
HR0073,site1/train/video6frame098,EndoVis 2017,train,site1/train/video6,representative,q9,none,none,none,none
HR0074,site1/train/video6frame127,EndoVis 2017,train,site1/train/video6,representative,q4.bleeding,no,yes,no,yes
HR0074,site1/train/video6frame127,EndoVis 2017,train,site1/train/video6,representative,q4.smoke,no,no,no,no
HR0074,site1/train/video6frame127,EndoVis 2017,train,site1/train/video6,representative,q4.occlusion,no,no,no,no
HR0074,site1/train/video6frame127,EndoVis 2017,train,site1/train/video6,representative,q5,clear,clear,clear,clear
HR0074,site1/train/video6frame127,EndoVis 2017,train,site1/train/video6,representative,q6,no,no,no,no
HR0074,site1/train/video6frame127,EndoVis 2017,train,site1/train/video6,representative,q7,yes,yes,yes,yes
HR0074,site1/train/video6frame127,EndoVis 2017,train,site1/train/video6,representative,q9,none,none,none,none
HR0075,site1/train/video6frame153,EndoVis 2017,train,site1/train/video6,representative,q4.bleeding,no,yes,no,yes
HR0075,site1/train/video6frame153,EndoVis 2017,train,site1/train/video6,representative,q4.smoke,no,no,no,no
HR0075,site1/train/video6frame153,EndoVis 2017,train,site1/train/video6,representative,q4.occlusion,no,no,no,no
HR0075,site1/train/video6frame153,EndoVis 2017,train,site1/train/video6,representative,q5,clear,clear,clear,clear
HR0075,site1/train/video6frame153,EndoVis 2017,train,site1/train/video6,representative,q6,no,no,no,no
HR0075,site1/train/video6frame153,EndoVis 2017,train,site1/train/video6,representative,q7,yes,yes,yes,yes
HR0075,site1/train/video6frame153,EndoVis 2017,train,site1/train/video6,representative,q9,none,none,none,none
HR0076,site1/train/video6frame193,EndoVis 2017,train,site1/train/video6,representative,q4.bleeding,no,yes,no,yes
HR0076,site1/train/video6frame193,EndoVis 2017,train,site1/train/video6,representative,q4.smoke,no,no,no,no
HR0076,site1/train/video6frame193,EndoVis 2017,train,site1/train/video6,representative,q4.occlusion,no,no,no,no
HR0076,site1/train/video6frame193,EndoVis 2017,train,site1/train/video6,representative,q5,clear,clear,clear,clear
HR0076,site1/train/video6frame193,EndoVis 2017,train,site1/train/video6,representative,q6,no,no,no,no
HR0076,site1/train/video6frame193,EndoVis 2017,train,site1/train/video6,representative,q7,yes,yes,yes,yes
HR0076,site1/train/video6frame193,EndoVis 2017,train,site1/train/video6,representative,q9,none,none,none,none
HR0077,site1/train/video6frame200,EndoVis 2017,train,site1/train/video6,representative,q4.bleeding,no,yes,no,yes
HR0077,site1/train/video6frame200,EndoVis 2017,train,site1/train/video6,representative,q4.smoke,no,no,no,no
HR0077,site1/train/video6frame200,EndoVis 2017,train,site1/train/video6,representative,q4.occlusion,no,no,no,no
HR0077,site1/train/video6frame200,EndoVis 2017,train,site1/train/video6,representative,q5,clear,clear,clear,clear
HR0077,site1/train/video6frame200,EndoVis 2017,train,site1/train/video6,representative,q6,no,no,no,no
HR0077,site1/train/video6frame200,EndoVis 2017,train,site1/train/video6,representative,q7,yes,yes,yes,yes
HR0077,site1/train/video6frame200,EndoVis 2017,train,site1/train/video6,representative,q9,none,none,none,none
HR0078,site1/train/video7frame011,EndoVis 2017,train,site1/train/video7,representative,q4.bleeding,no,yes,no,yes
HR0078,site1/train/video7frame011,EndoVis 2017,train,site1/train/video7,representative,q4.smoke,no,no,no,no
HR0078,site1/train/video7frame011,EndoVis 2017,train,site1/train/video7,representative,q4.occlusion,no,no,no,no
HR0078,site1/train/video7frame011,EndoVis 2017,train,site1/train/video7,representative,q5,clear,clear,clear,clear
HR0078,site1/train/video7frame011,EndoVis 2017,train,site1/train/video7,representative,q6,no,no,no,no
HR0078,site1/train/video7frame011,EndoVis 2017,train,site1/train/video7,representative,q7,yes,yes,yes,yes
HR0078,site1/train/video7frame011,EndoVis 2017,train,site1/train/video7,representative,q9,none,none,none,none
HR0079,site1/train/video7frame052,EndoVis 2017,train,site1/train/video7,representative,q4.bleeding,no,no,no,no
HR0079,site1/train/video7frame052,EndoVis 2017,train,site1/train/video7,representative,q4.smoke,no,no,no,no
HR0079,site1/train/video7frame052,EndoVis 2017,train,site1/train/video7,representative,q4.occlusion,no,no,no,no
HR0079,site1/train/video7frame052,EndoVis 2017,train,site1/train/video7,representative,q5,clear,clear,clear,clear
HR0079,site1/train/video7frame052,EndoVis 2017,train,site1/train/video7,representative,q6,no,no,no,no
HR0079,site1/train/video7frame052,EndoVis 2017,train,site1/train/video7,representative,q7,yes,yes,yes,yes
HR0079,site1/train/video7frame052,EndoVis 2017,train,site1/train/video7,representative,q9,none,none,none,none
HR0080,site1/train/video7frame079,EndoVis 2017,train,site1/train/video7,representative,q4.bleeding,no,no,no,no
HR0080,site1/train/video7frame079,EndoVis 2017,train,site1/train/video7,representative,q4.smoke,no,no,no,no
HR0080,site1/train/video7frame079,EndoVis 2017,train,site1/train/video7,representative,q4.occlusion,no,no,no,no
HR0080,site1/train/video7frame079,EndoVis 2017,train,site1/train/video7,representative,q5,clear,blurry,clear,degraded
HR0080,site1/train/video7frame079,EndoVis 2017,train,site1/train/video7,representative,q6,no,no,no,no
HR0080,site1/train/video7frame079,EndoVis 2017,train,site1/train/video7,representative,q7,yes,yes,yes,yes
HR0080,site1/train/video7frame079,EndoVis 2017,train,site1/train/video7,representative,q9,none,none,none,none
HR0081,site1/train/video7frame088,EndoVis 2017,train,site1/train/video7,representative,q4.bleeding,no,no,no,no
HR0081,site1/train/video7frame088,EndoVis 2017,train,site1/train/video7,representative,q4.smoke,no,no,no,no
HR0081,site1/train/video7frame088,EndoVis 2017,train,site1/train/video7,representative,q4.occlusion,no,no,no,no
HR0081,site1/train/video7frame088,EndoVis 2017,train,site1/train/video7,representative,q5,clear,clear,clear,clear
HR0081,site1/train/video7frame088,EndoVis 2017,train,site1/train/video7,representative,q6,no,no,no,no
HR0081,site1/train/video7frame088,EndoVis 2017,train,site1/train/video7,representative,q7,yes,yes,yes,yes
HR0081,site1/train/video7frame088,EndoVis 2017,train,site1/train/video7,representative,q9,none,none,none,none
HR0082,site1/train/video7frame097,EndoVis 2017,train,site1/train/video7,challenge,q4.bleeding,no,no,no,no
HR0082,site1/train/video7frame097,EndoVis 2017,train,site1/train/video7,challenge,q4.smoke,no,no,no,no
HR0082,site1/train/video7frame097,EndoVis 2017,train,site1/train/video7,challenge,q4.occlusion,no,yes,no,yes
HR0082,site1/train/video7frame097,EndoVis 2017,train,site1/train/video7,challenge,q5,clear,blurry,clear,degraded
HR0082,site1/train/video7frame097,EndoVis 2017,train,site1/train/video7,challenge,q6,no,no,no,no
HR0082,site1/train/video7frame097,EndoVis 2017,train,site1/train/video7,challenge,q7,yes,no,yes,no
HR0082,site1/train/video7frame097,EndoVis 2017,train,site1/train/video7,challenge,q9,none,none,none,none
HR0083,site1/train/video7frame107,EndoVis 2017,train,site1/train/video7,challenge,q4.bleeding,no,no,no,no
HR0083,site1/train/video7frame107,EndoVis 2017,train,site1/train/video7,challenge,q4.smoke,no,no,no,no
HR0083,site1/train/video7frame107,EndoVis 2017,train,site1/train/video7,challenge,q4.occlusion,no,yes,no,yes
HR0083,site1/train/video7frame107,EndoVis 2017,train,site1/train/video7,challenge,q5,blurry,blurry,degraded,degraded
HR0083,site1/train/video7frame107,EndoVis 2017,train,site1/train/video7,challenge,q6,no,yes,no,yes
HR0083,site1/train/video7frame107,EndoVis 2017,train,site1/train/video7,challenge,q7,yes,no,yes,no
HR0083,site1/train/video7frame107,EndoVis 2017,train,site1/train/video7,challenge,q9,none,none,none,none
HR0084,site1/train/video7frame131,EndoVis 2017,train,site1/train/video7,representative,q4.bleeding,no,no,no,no
HR0084,site1/train/video7frame131,EndoVis 2017,train,site1/train/video7,representative,q4.smoke,no,no,no,no
HR0084,site1/train/video7frame131,EndoVis 2017,train,site1/train/video7,representative,q4.occlusion,no,no,no,no
HR0084,site1/train/video7frame131,EndoVis 2017,train,site1/train/video7,representative,q5,clear,clear,clear,clear
HR0084,site1/train/video7frame131,EndoVis 2017,train,site1/train/video7,representative,q6,no,no,no,no
HR0084,site1/train/video7frame131,EndoVis 2017,train,site1/train/video7,representative,q7,yes,yes,yes,yes
HR0084,site1/train/video7frame131,EndoVis 2017,train,site1/train/video7,representative,q9,none,none,none,none
HR0085,site1/train/video7frame157,EndoVis 2017,train,site1/train/video7,representative,q4.bleeding,no,no,no,no
HR0085,site1/train/video7frame157,EndoVis 2017,train,site1/train/video7,representative,q4.smoke,no,no,no,no
HR0085,site1/train/video7frame157,EndoVis 2017,train,site1/train/video7,representative,q4.occlusion,no,no,no,no
HR0085,site1/train/video7frame157,EndoVis 2017,train,site1/train/video7,representative,q5,blurry,blurry,degraded,degraded
HR0085,site1/train/video7frame157,EndoVis 2017,train,site1/train/video7,representative,q6,no,no,no,no
HR0085,site1/train/video7frame157,EndoVis 2017,train,site1/train/video7,representative,q7,yes,yes,yes,yes
HR0085,site1/train/video7frame157,EndoVis 2017,train,site1/train/video7,representative,q9,none,none,none,none
HR0086,site1/train/video7frame178,EndoVis 2017,train,site1/train/video7,representative,q4.bleeding,no,no,no,no
HR0086,site1/train/video7frame178,EndoVis 2017,train,site1/train/video7,representative,q4.smoke,no,no,no,no
HR0086,site1/train/video7frame178,EndoVis 2017,train,site1/train/video7,representative,q4.occlusion,no,no,no,no
HR0086,site1/train/video7frame178,EndoVis 2017,train,site1/train/video7,representative,q5,clear,clear,clear,clear
HR0086,site1/train/video7frame178,EndoVis 2017,train,site1/train/video7,representative,q6,no,no,no,no
HR0086,site1/train/video7frame178,EndoVis 2017,train,site1/train/video7,representative,q7,yes,yes,yes,yes
HR0086,site1/train/video7frame178,EndoVis 2017,train,site1/train/video7,representative,q9,none,none,none,none
HR0087,site1/train/video7frame216,EndoVis 2017,train,site1/train/video7,representative,q4.bleeding,no,no,no,no
HR0087,site1/train/video7frame216,EndoVis 2017,train,site1/train/video7,representative,q4.smoke,no,no,no,no
HR0087,site1/train/video7frame216,EndoVis 2017,train,site1/train/video7,representative,q4.occlusion,no,no,no,no
HR0087,site1/train/video7frame216,EndoVis 2017,train,site1/train/video7,representative,q5,clear,clear,clear,clear
HR0087,site1/train/video7frame216,EndoVis 2017,train,site1/train/video7,representative,q6,no,no,no,no
HR0087,site1/train/video7frame216,EndoVis 2017,train,site1/train/video7,representative,q7,yes,yes,yes,yes
HR0087,site1/train/video7frame216,EndoVis 2017,train,site1/train/video7,representative,q9,none,none,none,none
HR0088,site1/train/video8frame017,EndoVis 2017,train,site1/train/video8,representative,q4.bleeding,no,no,no,no
HR0088,site1/train/video8frame017,EndoVis 2017,train,site1/train/video8,representative,q4.smoke,no,no,no,no
HR0088,site1/train/video8frame017,EndoVis 2017,train,site1/train/video8,representative,q4.occlusion,no,no,no,no
HR0088,site1/train/video8frame017,EndoVis 2017,train,site1/train/video8,representative,q5,clear,clear,clear,clear
HR0088,site1/train/video8frame017,EndoVis 2017,train,site1/train/video8,representative,q6,no,no,no,no
HR0088,site1/train/video8frame017,EndoVis 2017,train,site1/train/video8,representative,q7,yes,yes,yes,yes
HR0088,site1/train/video8frame017,EndoVis 2017,train,site1/train/video8,representative,q9,none,none,none,none
HR0089,site1/train/video8frame036,EndoVis 2017,train,site1/train/video8,representative,q4.bleeding,no,no,no,no
HR0089,site1/train/video8frame036,EndoVis 2017,train,site1/train/video8,representative,q4.smoke,no,no,no,no
HR0089,site1/train/video8frame036,EndoVis 2017,train,site1/train/video8,representative,q4.occlusion,no,no,no,no
HR0089,site1/train/video8frame036,EndoVis 2017,train,site1/train/video8,representative,q5,clear,clear,clear,clear
HR0089,site1/train/video8frame036,EndoVis 2017,train,site1/train/video8,representative,q6,no,no,no,no
HR0089,site1/train/video8frame036,EndoVis 2017,train,site1/train/video8,representative,q7,yes,yes,yes,yes
HR0089,site1/train/video8frame036,EndoVis 2017,train,site1/train/video8,representative,q9,none,none,none,none
HR0090,site1/train/video8frame057,EndoVis 2017,train,site1/train/video8,representative,q4.bleeding,no,no,no,no
HR0090,site1/train/video8frame057,EndoVis 2017,train,site1/train/video8,representative,q4.smoke,no,no,no,no
HR0090,site1/train/video8frame057,EndoVis 2017,train,site1/train/video8,representative,q4.occlusion,no,no,no,no
HR0090,site1/train/video8frame057,EndoVis 2017,train,site1/train/video8,representative,q5,clear,clear,clear,clear
HR0090,site1/train/video8frame057,EndoVis 2017,train,site1/train/video8,representative,q6,no,no,no,no
HR0090,site1/train/video8frame057,EndoVis 2017,train,site1/train/video8,representative,q7,yes,yes,yes,yes
HR0090,site1/train/video8frame057,EndoVis 2017,train,site1/train/video8,representative,q9,none,none,none,none
HR0091,site1/train/video8frame090,EndoVis 2017,train,site1/train/video8,representative,q4.bleeding,no,no,no,no
HR0091,site1/train/video8frame090,EndoVis 2017,train,site1/train/video8,representative,q4.smoke,no,no,no,no
HR0091,site1/train/video8frame090,EndoVis 2017,train,site1/train/video8,representative,q4.occlusion,no,no,no,no
HR0091,site1/train/video8frame090,EndoVis 2017,train,site1/train/video8,representative,q5,clear,clear,clear,clear
HR0091,site1/train/video8frame090,EndoVis 2017,train,site1/train/video8,representative,q6,no,no,no,no
HR0091,site1/train/video8frame090,EndoVis 2017,train,site1/train/video8,representative,q7,yes,yes,yes,yes
HR0091,site1/train/video8frame090,EndoVis 2017,train,site1/train/video8,representative,q9,none,none,none,none
HR0092,site1/train/video8frame117,EndoVis 2017,train,site1/train/video8,representative,q4.bleeding,no,no,no,no
HR0092,site1/train/video8frame117,EndoVis 2017,train,site1/train/video8,representative,q4.smoke,no,no,no,no
HR0092,site1/train/video8frame117,EndoVis 2017,train,site1/train/video8,representative,q4.occlusion,no,no,no,no
HR0092,site1/train/video8frame117,EndoVis 2017,train,site1/train/video8,representative,q5,clear,clear,clear,clear
HR0092,site1/train/video8frame117,EndoVis 2017,train,site1/train/video8,representative,q6,no,no,no,no
HR0092,site1/train/video8frame117,EndoVis 2017,train,site1/train/video8,representative,q7,yes,yes,yes,yes
HR0092,site1/train/video8frame117,EndoVis 2017,train,site1/train/video8,representative,q9,none,none,none,none
HR0093,site1/train/video8frame147,EndoVis 2017,train,site1/train/video8,representative,q4.bleeding,no,no,no,no
HR0093,site1/train/video8frame147,EndoVis 2017,train,site1/train/video8,representative,q4.smoke,no,no,no,no
HR0093,site1/train/video8frame147,EndoVis 2017,train,site1/train/video8,representative,q4.occlusion,no,no,no,no
HR0093,site1/train/video8frame147,EndoVis 2017,train,site1/train/video8,representative,q5,clear,clear,clear,clear
HR0093,site1/train/video8frame147,EndoVis 2017,train,site1/train/video8,representative,q6,no,no,no,no
HR0093,site1/train/video8frame147,EndoVis 2017,train,site1/train/video8,representative,q7,yes,yes,yes,yes
HR0093,site1/train/video8frame147,EndoVis 2017,train,site1/train/video8,representative,q9,none,none,none,none
HR0094,site1/train/video8frame190,EndoVis 2017,train,site1/train/video8,representative,q4.bleeding,no,no,no,no
HR0094,site1/train/video8frame190,EndoVis 2017,train,site1/train/video8,representative,q4.smoke,no,no,no,no
HR0094,site1/train/video8frame190,EndoVis 2017,train,site1/train/video8,representative,q4.occlusion,no,no,no,no
HR0094,site1/train/video8frame190,EndoVis 2017,train,site1/train/video8,representative,q5,clear,clear,clear,clear
HR0094,site1/train/video8frame190,EndoVis 2017,train,site1/train/video8,representative,q6,no,no,no,no
HR0094,site1/train/video8frame190,EndoVis 2017,train,site1/train/video8,representative,q7,yes,yes,yes,yes
HR0094,site1/train/video8frame190,EndoVis 2017,train,site1/train/video8,representative,q9,none,none,none,none
HR0095,site1/train/video8frame223,EndoVis 2017,train,site1/train/video8,representative,q4.bleeding,no,yes,no,yes
HR0095,site1/train/video8frame223,EndoVis 2017,train,site1/train/video8,representative,q4.smoke,no,no,no,no
HR0095,site1/train/video8frame223,EndoVis 2017,train,site1/train/video8,representative,q4.occlusion,no,no,no,no
HR0095,site1/train/video8frame223,EndoVis 2017,train,site1/train/video8,representative,q5,clear,clear,clear,clear
HR0095,site1/train/video8frame223,EndoVis 2017,train,site1/train/video8,representative,q6,no,no,no,no
HR0095,site1/train/video8frame223,EndoVis 2017,train,site1/train/video8,representative,q7,yes,yes,yes,yes
HR0095,site1/train/video8frame223,EndoVis 2017,train,site1/train/video8,representative,q9,none,none,none,none
HR0096,site2/test/video1frame001,EndoVis 2018,test,site2/test/video1,challenge,q4.bleeding,no,no,no,no
HR0096,site2/test/video1frame001,EndoVis 2018,test,site2/test/video1,challenge,q4.smoke,no,no,no,no
HR0096,site2/test/video1frame001,EndoVis 2018,test,site2/test/video1,challenge,q4.occlusion,no,yes,no,yes
HR0096,site2/test/video1frame001,EndoVis 2018,test,site2/test/video1,challenge,q5,blurry,blurry,degraded,degraded
HR0096,site2/test/video1frame001,EndoVis 2018,test,site2/test/video1,challenge,q6,no,yes,no,yes
HR0096,site2/test/video1frame001,EndoVis 2018,test,site2/test/video1,challenge,q7,yes,no,yes,no
HR0096,site2/test/video1frame001,EndoVis 2018,test,site2/test/video1,challenge,q9,none,none,none,none
HR0097,site2/test/video1frame012,EndoVis 2018,test,site2/test/video1,challenge,q4.bleeding,no,yes,no,yes
HR0097,site2/test/video1frame012,EndoVis 2018,test,site2/test/video1,challenge,q4.smoke,no,no,no,no
HR0097,site2/test/video1frame012,EndoVis 2018,test,site2/test/video1,challenge,q4.occlusion,no,no,no,no
HR0097,site2/test/video1frame012,EndoVis 2018,test,site2/test/video1,challenge,q5,mixed,blurry,degraded,degraded
HR0097,site2/test/video1frame012,EndoVis 2018,test,site2/test/video1,challenge,q6,yes,yes,yes,yes
HR0097,site2/test/video1frame012,EndoVis 2018,test,site2/test/video1,challenge,q7,yes,no,yes,no
HR0097,site2/test/video1frame012,EndoVis 2018,test,site2/test/video1,challenge,q9,none,none,none,none
HR0098,site2/test/video1frame024,EndoVis 2018,test,site2/test/video1,challenge,q4.bleeding,no,no,no,no
HR0098,site2/test/video1frame024,EndoVis 2018,test,site2/test/video1,challenge,q4.smoke,no,no,no,no
HR0098,site2/test/video1frame024,EndoVis 2018,test,site2/test/video1,challenge,q4.occlusion,no,yes,no,yes
HR0098,site2/test/video1frame024,EndoVis 2018,test,site2/test/video1,challenge,q5,blurry,blurry,degraded,degraded
HR0098,site2/test/video1frame024,EndoVis 2018,test,site2/test/video1,challenge,q6,no,yes,no,yes
HR0098,site2/test/video1frame024,EndoVis 2018,test,site2/test/video1,challenge,q7,yes,no,yes,no
HR0098,site2/test/video1frame024,EndoVis 2018,test,site2/test/video1,challenge,q9,none,none,none,none
HR0099,site2/test/video1frame060,EndoVis 2018,test,site2/test/video1,representative,q4.bleeding,no,no,no,no
HR0099,site2/test/video1frame060,EndoVis 2018,test,site2/test/video1,representative,q4.smoke,no,no,no,no
HR0099,site2/test/video1frame060,EndoVis 2018,test,site2/test/video1,representative,q4.occlusion,no,no,no,no
HR0099,site2/test/video1frame060,EndoVis 2018,test,site2/test/video1,representative,q5,clear,clear,clear,clear
HR0099,site2/test/video1frame060,EndoVis 2018,test,site2/test/video1,representative,q6,no,no,no,no
HR0099,site2/test/video1frame060,EndoVis 2018,test,site2/test/video1,representative,q7,yes,yes,yes,yes
HR0099,site2/test/video1frame060,EndoVis 2018,test,site2/test/video1,representative,q9,none,none,none,none
HR0100,site2/test/video1frame078,EndoVis 2018,test,site2/test/video1,challenge,q4.bleeding,no,no,no,no
