record_id,dataset,site,split,video_key,frame_index,target_name,central_region,central_instrument_fraction,positive_threshold,label
site1/train/video6frame059,EndoVis 2017,site1,train,site1/video6,59,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0424072258,>=0.05,no
site1/train/video6frame060,EndoVis 2017,site1,train,site1/video6,60,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0934051499,>=0.05,yes
site1/train/video6frame061,EndoVis 2017,site1,train,site1/video6,61,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0006805420,>=0.05,no
site1/train/video6frame062,EndoVis 2017,site1,train,site1/video6,62,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1758575439,>=0.05,yes
site1/train/video6frame063,EndoVis 2017,site1,train,site1/video6,63,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2331848145,>=0.05,yes
site1/train/video6frame064,EndoVis 2017,site1,train,site1/video6,64,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0979461670,>=0.05,yes
site1/train/video6frame065,EndoVis 2017,site1,train,site1/video6,65,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0174316410,>=0.05,no
site1/train/video6frame066,EndoVis 2017,site1,train,site1/video6,66,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0201202389,>=0.05,no
site1/train/video6frame067,EndoVis 2017,site1,train,site1/video6,67,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0105438232,>=0.05,no
site1/train/video6frame068,EndoVis 2017,site1,train,site1/video6,68,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0013610839,>=0.05,no
site1/train/video6frame069,EndoVis 2017,site1,train,site1/video6,69,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0459716804,>=0.05,no
site1/train/video6frame070,EndoVis 2017,site1,train,site1/video6,70,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0251068119,>=0.05,no
site1/train/video6frame071,EndoVis 2017,site1,train,site1/video6,71,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0006896973,>=0.05,no
site1/train/video6frame072,EndoVis 2017,site1,train,site1/video6,72,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1456176788,>=0.05,yes
site1/train/video6frame073,EndoVis 2017,site1,train,site1/video6,73,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0224456787,>=0.05,no
site1/train/video6frame074,EndoVis 2017,site1,train,site1/video6,74,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0822082534,>=0.05,yes
site1/train/video6frame075,EndoVis 2017,site1,train,site1/video6,75,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0810760483,>=0.05,yes
site1/train/video6frame076,EndoVis 2017,site1,train,site1/video6,76,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0839111358,>=0.05,yes
site1/train/video6frame077,EndoVis 2017,site1,train,site1/video6,77,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0498779304,>=0.05,no
site1/train/video6frame078,EndoVis 2017,site1,train,site1/video6,78,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0057098391,>=0.05,no
site1/train/video6frame079,EndoVis 2017,site1,train,site1/video6,79,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0129119875,>=0.05,no
site1/train/video6frame080,EndoVis 2017,site1,train,site1/video6,80,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0707977265,>=0.05,yes
site1/train/video6frame081,EndoVis 2017,site1,train,site1/video6,81,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0279724114,>=0.05,no
site1/train/video6frame082,EndoVis 2017,site1,train,site1/video6,82,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0304870605,>=0.05,no
site1/train/video6frame083,EndoVis 2017,site1,train,site1/video6,83,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0301422123,>=0.05,no
site1/train/video6frame084,EndoVis 2017,site1,train,site1/video6,84,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0960205048,>=0.05,yes
site1/train/video6frame085,EndoVis 2017,site1,train,site1/video6,85,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0818145722,>=0.05,yes
site1/train/video6frame086,EndoVis 2017,site1,train,site1/video6,86,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1309051514,>=0.05,yes
site1/train/video6frame087,EndoVis 2017,site1,train,site1/video6,87,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1379150450,>=0.05,yes
site1/train/video6frame088,EndoVis 2017,site1,train,site1/video6,88,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1350250244,>=0.05,yes
site1/train/video6frame089,EndoVis 2017,site1,train,site1/video6,89,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0728942901,>=0.05,yes
site1/train/video6frame090,EndoVis 2017,site1,train,site1/video6,90,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0658233613,>=0.05,yes
site1/train/video6frame091,EndoVis 2017,site1,train,site1/video6,91,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0975219756,>=0.05,yes
site1/train/video6frame092,EndoVis 2017,site1,train,site1/video6,92,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0968566909,>=0.05,yes
site1/train/video6frame093,EndoVis 2017,site1,train,site1/video6,93,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0969268829,>=0.05,yes
site1/train/video6frame094,EndoVis 2017,site1,train,site1/video6,94,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0963439941,>=0.05,yes
site1/train/video6frame095,EndoVis 2017,site1,train,site1/video6,95,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1671539247,>=0.05,yes
site1/train/video6frame096,EndoVis 2017,site1,train,site1/video6,96,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1582275331,>=0.05,yes
site1/train/video6frame097,EndoVis 2017,site1,train,site1/video6,97,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1742584258,>=0.05,yes
site1/train/video6frame098,EndoVis 2017,site1,train,site1/video6,98,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.3221160769,>=0.05,yes
site1/train/video6frame099,EndoVis 2017,site1,train,site1/video6,99,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2603820860,>=0.05,yes
site1/train/video6frame100,EndoVis 2017,site1,train,site1/video6,100,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.4391784668,>=0.05,yes
site1/train/video6frame101,EndoVis 2017,site1,train,site1/video6,101,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.3933959901,>=0.05,yes
site1/train/video6frame102,EndoVis 2017,site1,train,site1/video6,102,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.3039276004,>=0.05,yes
site1/train/video6frame103,EndoVis 2017,site1,train,site1/video6,103,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2684966922,>=0.05,yes
site1/train/video6frame104,EndoVis 2017,site1,train,site1/video6,104,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0068206787,>=0.05,no
site1/train/video6frame105,EndoVis 2017,site1,train,site1/video6,105,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1002136245,>=0.05,yes
site1/train/video6frame106,EndoVis 2017,site1,train,site1/video6,106,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1156738251,>=0.05,yes
site1/train/video6frame107,EndoVis 2017,site1,train,site1/video6,107,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1161682159,>=0.05,yes
site1/train/video6frame108,EndoVis 2017,site1,train,site1/video6,108,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1166992188,>=0.05,yes
site1/train/video6frame109,EndoVis 2017,site1,train,site1/video6,109,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1165069565,>=0.05,yes
site1/train/video6frame110,EndoVis 2017,site1,train,site1/video6,110,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1165069565,>=0.05,yes
site1/train/video6frame111,EndoVis 2017,site1,train,site1/video6,111,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1165069565,>=0.05,yes
site1/train/video6frame112,EndoVis 2017,site1,train,site1/video6,112,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1165069565,>=0.05,yes
site1/train/video6frame113,EndoVis 2017,site1,train,site1/video6,113,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1165069565,>=0.05,yes
site1/train/video6frame114,EndoVis 2017,site1,train,site1/video6,114,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1165069565,>=0.05,yes
site1/train/video6frame115,EndoVis 2017,site1,train,site1/video6,115,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1165069565,>=0.05,yes
site1/train/video6frame116,EndoVis 2017,site1,train,site1/video6,116,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1165069565,>=0.05,yes
site1/train/video6frame117,EndoVis 2017,site1,train,site1/video6,117,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0613281243,>=0.05,yes
site1/train/video6frame118,EndoVis 2017,site1,train,site1/video6,118,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0611969009,>=0.05,yes
site1/train/video6frame119,EndoVis 2017,site1,train,site1/video6,119,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0620025620,>=0.05,yes
site1/train/video6frame120,EndoVis 2017,site1,train,site1/video6,120,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0616912842,>=0.05,yes
site1/train/video6frame121,EndoVis 2017,site1,train,site1/video6,121,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0622406006,>=0.05,yes
site1/train/video6frame122,EndoVis 2017,site1,train,site1/video6,122,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0623565689,>=0.05,yes
site1/train/video6frame123,EndoVis 2017,site1,train,site1/video6,123,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0619995110,>=0.05,yes
site1/train/video6frame124,EndoVis 2017,site1,train,site1/video6,124,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0626159683,>=0.05,yes
site1/train/video6frame125,EndoVis 2017,site1,train,site1/video6,125,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0617248528,>=0.05,yes
site1/train/video6frame126,EndoVis 2017,site1,train,site1/video6,126,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0625610352,>=0.05,yes
site1/train/video6frame127,EndoVis 2017,site1,train,site1/video6,127,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0111999512,>=0.05,no
site1/train/video6frame128,EndoVis 2017,site1,train,site1/video6,128,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0118560791,>=0.05,no
site1/train/video6frame129,EndoVis 2017,site1,train,site1/video6,129,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0114898682,>=0.05,no
site1/train/video6frame130,EndoVis 2017,site1,train,site1/video6,130,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0116241453,>=0.05,no
site1/train/video6frame131,EndoVis 2017,site1,train,site1/video6,131,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0115478514,>=0.05,no
site1/train/video6frame132,EndoVis 2017,site1,train,site1/video6,132,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0388763435,>=0.05,no
site1/train/video6frame133,EndoVis 2017,site1,train,site1/video6,133,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0397247300,>=0.05,no
site1/train/video6frame134,EndoVis 2017,site1,train,site1/video6,134,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0387542732,>=0.05,no
site1/train/video6frame135,EndoVis 2017,site1,train,site1/video6,135,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0401489250,>=0.05,no
site1/train/video6frame136,EndoVis 2017,site1,train,site1/video6,136,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0402679443,>=0.05,no
site1/train/video6frame137,EndoVis 2017,site1,train,site1/video6,137,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0414184555,>=0.05,no
site1/train/video6frame138,EndoVis 2017,site1,train,site1/video6,138,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0401306152,>=0.05,no
site1/train/video6frame139,EndoVis 2017,site1,train,site1/video6,139,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0411376953,>=0.05,no
site1/train/video6frame140,EndoVis 2017,site1,train,site1/video6,140,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0398590080,>=0.05,no
site1/train/video6frame141,EndoVis 2017,site1,train,site1/video6,141,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0405517593,>=0.05,no
site1/train/video6frame142,EndoVis 2017,site1,train,site1/video6,142,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0402496345,>=0.05,no
site1/train/video6frame143,EndoVis 2017,site1,train,site1/video6,143,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0400024429,>=0.05,no
site1/train/video6frame144,EndoVis 2017,site1,train,site1/video6,144,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0420959480,>=0.05,no
site1/train/video6frame145,EndoVis 2017,site1,train,site1/video6,145,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0221099854,>=0.05,no
site1/train/video6frame146,EndoVis 2017,site1,train,site1/video6,146,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0816101059,>=0.05,yes
site1/train/video6frame147,EndoVis 2017,site1,train,site1/video6,147,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1960113496,>=0.05,yes
site1/train/video6frame148,EndoVis 2017,site1,train,site1/video6,148,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0135101322,>=0.05,no
site1/train/video6frame149,EndoVis 2017,site1,train,site1/video6,149,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2589202821,>=0.05,yes
site1/train/video6frame150,EndoVis 2017,site1,train,site1/video6,150,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0285247806,>=0.05,no
site1/train/video6frame151,EndoVis 2017,site1,train,site1/video6,151,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1360778809,>=0.05,yes
site1/train/video6frame152,EndoVis 2017,site1,train,site1/video6,152,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1921050996,>=0.05,yes
site1/train/video6frame153,EndoVis 2017,site1,train,site1/video6,153,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1496002227,>=0.05,yes
site1/train/video6frame154,EndoVis 2017,site1,train,site1/video6,154,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1010253876,>=0.05,yes
site1/train/video6frame155,EndoVis 2017,site1,train,site1/video6,155,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2539978027,>=0.05,yes
site1/train/video6frame156,EndoVis 2017,site1,train,site1/video6,156,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2176940888,>=0.05,yes
site1/train/video6frame157,EndoVis 2017,site1,train,site1/video6,157,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1787139922,>=0.05,yes
site1/train/video6frame158,EndoVis 2017,site1,train,site1/video6,158,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1714599580,>=0.05,yes
site1/train/video6frame159,EndoVis 2017,site1,train,site1/video6,159,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1060089096,>=0.05,yes
site1/train/video6frame160,EndoVis 2017,site1,train,site1/video6,160,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0000000000,>=0.05,no
site1/train/video6frame161,EndoVis 2017,site1,train,site1/video6,161,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0318359360,>=0.05,no
site1/train/video6frame162,EndoVis 2017,site1,train,site1/video6,162,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0904052705,>=0.05,yes
site1/train/video6frame163,EndoVis 2017,site1,train,site1/video6,163,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0922393799,>=0.05,yes
site1/train/video6frame164,EndoVis 2017,site1,train,site1/video6,164,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1105102524,>=0.05,yes
site1/train/video6frame165,EndoVis 2017,site1,train,site1/video6,165,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1475799531,>=0.05,yes
site1/train/video6frame166,EndoVis 2017,site1,train,site1/video6,166,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0520172119,>=0.05,yes
site1/train/video6frame167,EndoVis 2017,site1,train,site1/video6,167,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0038818358,>=0.05,no
site1/train/video6frame168,EndoVis 2017,site1,train,site1/video6,168,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2487548888,>=0.05,yes
site1/train/video6frame169,EndoVis 2017,site1,train,site1/video6,169,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0000000000,>=0.05,no
site1/train/video6frame170,EndoVis 2017,site1,train,site1/video6,170,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0231994633,>=0.05,no
site1/train/video6frame171,EndoVis 2017,site1,train,site1/video6,171,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0822692886,>=0.05,yes
site1/train/video6frame172,EndoVis 2017,site1,train,site1/video6,172,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0324157700,>=0.05,no
site1/train/video6frame173,EndoVis 2017,site1,train,site1/video6,173,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2818328738,>=0.05,yes
site1/train/video6frame174,EndoVis 2017,site1,train,site1/video6,174,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2884338498,>=0.05,yes
site1/train/video6frame175,EndoVis 2017,site1,train,site1/video6,175,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0142517090,>=0.05,no
site1/train/video6frame176,EndoVis 2017,site1,train,site1/video6,176,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0482940674,>=0.05,no
site1/train/video6frame177,EndoVis 2017,site1,train,site1/video6,177,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1017272919,>=0.05,yes
site1/train/video6frame178,EndoVis 2017,site1,train,site1/video6,178,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1887756288,>=0.05,yes
site1/train/video6frame179,EndoVis 2017,site1,train,site1/video6,179,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2826049924,>=0.05,yes
site1/train/video6frame180,EndoVis 2017,site1,train,site1/video6,180,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2479522675,>=0.05,yes
site1/train/video6frame181,EndoVis 2017,site1,train,site1/video6,181,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2769287229,>=0.05,yes
site1/train/video6frame182,EndoVis 2017,site1,train,site1/video6,182,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1905548126,>=0.05,yes
site1/train/video6frame183,EndoVis 2017,site1,train,site1/video6,183,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0882293731,>=0.05,yes
site1/train/video6frame184,EndoVis 2017,site1,train,site1/video6,184,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0594085678,>=0.05,yes
site1/train/video6frame185,EndoVis 2017,site1,train,site1/video6,185,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0927764922,>=0.05,yes
site1/train/video6frame186,EndoVis 2017,site1,train,site1/video6,186,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0857330337,>=0.05,yes
site1/train/video6frame187,EndoVis 2017,site1,train,site1/video6,187,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0589691177,>=0.05,yes
site1/train/video6frame188,EndoVis 2017,site1,train,site1/video6,188,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0007232666,>=0.05,no
site1/train/video6frame189,EndoVis 2017,site1,train,site1/video6,189,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0000000000,>=0.05,no
site1/train/video6frame190,EndoVis 2017,site1,train,site1/video6,190,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0000366211,>=0.05,no
site1/train/video6frame191,EndoVis 2017,site1,train,site1/video6,191,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0512023941,>=0.05,yes
site1/train/video6frame192,EndoVis 2017,site1,train,site1/video6,192,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.3055267334,>=0.05,yes
site1/train/video6frame193,EndoVis 2017,site1,train,site1/video6,193,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0582336411,>=0.05,yes
site1/train/video6frame194,EndoVis 2017,site1,train,site1/video6,194,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0783264190,>=0.05,yes
site1/train/video6frame195,EndoVis 2017,site1,train,site1/video6,195,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0221862793,>=0.05,no
site1/train/video6frame196,EndoVis 2017,site1,train,site1/video6,196,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0151885990,>=0.05,no
site1/train/video6frame197,EndoVis 2017,site1,train,site1/video6,197,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2118103057,>=0.05,yes
site1/train/video6frame198,EndoVis 2017,site1,train,site1/video6,198,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0892059356,>=0.05,yes
site1/train/video6frame199,EndoVis 2017,site1,train,site1/video6,199,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1098785400,>=0.05,yes
site1/train/video6frame200,EndoVis 2017,site1,train,site1/video6,200,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0000000000,>=0.05,no
site1/train/video6frame201,EndoVis 2017,site1,train,site1/video6,201,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0424438491,>=0.05,no
site1/train/video6frame202,EndoVis 2017,site1,train,site1/video6,202,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1798828095,>=0.05,yes
site1/train/video6frame203,EndoVis 2017,site1,train,site1/video6,203,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0124816895,>=0.05,no
site1/train/video6frame204,EndoVis 2017,site1,train,site1/video6,204,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0206359867,>=0.05,no
site1/train/video6frame205,EndoVis 2017,site1,train,site1/video6,205,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1852874756,>=0.05,yes
site1/train/video6frame206,EndoVis 2017,site1,train,site1/video6,206,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2839325070,>=0.05,yes
site1/train/video6frame207,EndoVis 2017,site1,train,site1/video6,207,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0381561294,>=0.05,no
site1/train/video6frame208,EndoVis 2017,site1,train,site1/video6,208,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1931610107,>=0.05,yes
site1/train/video6frame209,EndoVis 2017,site1,train,site1/video6,209,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2439697236,>=0.05,yes
site1/train/video6frame210,EndoVis 2017,site1,train,site1/video6,210,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2297363281,>=0.05,yes
site1/train/video6frame211,EndoVis 2017,site1,train,site1/video6,211,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1800781190,>=0.05,yes
site1/train/video6frame212,EndoVis 2017,site1,train,site1/video6,212,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2446350157,>=0.05,yes
site1/train/video6frame213,EndoVis 2017,site1,train,site1/video6,213,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.2330596894,>=0.05,yes
site1/train/video6frame214,EndoVis 2017,site1,train,site1/video6,214,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0735260025,>=0.05,yes
site1/train/video6frame215,EndoVis 2017,site1,train,site1/video6,215,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.4191711545,>=0.05,yes
site1/train/video6frame216,EndoVis 2017,site1,train,site1/video6,216,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1064666733,>=0.05,yes
site1/train/video6frame217,EndoVis 2017,site1,train,site1/video6,217,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1542846709,>=0.05,yes
site1/train/video6frame218,EndoVis 2017,site1,train,site1/video6,218,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0192687996,>=0.05,no
site1/train/video6frame219,EndoVis 2017,site1,train,site1/video6,219,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1735198945,>=0.05,yes
site1/train/video6frame220,EndoVis 2017,site1,train,site1/video6,220,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1684387177,>=0.05,yes
site1/train/video6frame221,EndoVis 2017,site1,train,site1/video6,221,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0532226562,>=0.05,yes
site1/train/video6frame222,EndoVis 2017,site1,train,site1/video6,222,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1216094941,>=0.05,yes
site1/train/video6frame223,EndoVis 2017,site1,train,site1/video6,223,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1169433594,>=0.05,yes
site1/train/video6frame224,EndoVis 2017,site1,train,site1/video6,224,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.1404571533,>=0.05,yes
site1/train/video7frame000,EndoVis 2017,site1,train,site1/video7,0,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0003601074,>=0.05,no
site1/train/video7frame001,EndoVis 2017,site1,train,site1/video7,1,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0102294926,>=0.05,no
site1/train/video7frame002,EndoVis 2017,site1,train,site1/video7,2,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0188415535,>=0.05,no
site1/train/video7frame003,EndoVis 2017,site1,train,site1/video7,3,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0157043450,>=0.05,no
site1/train/video7frame004,EndoVis 2017,site1,train,site1/video7,4,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0205810554,>=0.05,no
site1/train/video7frame005,EndoVis 2017,site1,train,site1/video7,5,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0000000000,>=0.05,no
site1/train/video7frame006,EndoVis 2017,site1,train,site1/video7,6,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0018737793,>=0.05,no
site1/train/video7frame007,EndoVis 2017,site1,train,site1/video7,7,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0113464352,>=0.05,no
site1/train/video7frame008,EndoVis 2017,site1,train,site1/video7,8,q8_mask_center_5pct_v1,x=25%-75%; y=25%-75%,0.0172424316,>=0.05,no
